Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Type Species?,Genome Composition,Last Change,MSL of Last Change,Proposal for Last Change ,Taxon History URL,
3220,,,,,,,,,Caudovirales,,Siphoviridae,,Lokivirus,,Acinetobacter virus Loki,1,dsDNA,"New,",34,2018.107B.A.v1.Lokivirus.zip,ICTVonline=201856915,
3221,,,,,,,,,Caudovirales,,Siphoviridae,,Lomovskayavirus,,Streptomyces virus phiBT1,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851185,
3222,,,,,,,,,Caudovirales,,Siphoviridae,,Lomovskayavirus,,Streptomyces virus phiC31,1,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851186,
3223,,,,,,,,,Caudovirales,,Siphoviridae,,Lomovskayavirus,,Streptomyces virus TG1,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851187,
3224,,,,,,,,,Caudovirales,,Siphoviridae,,Lwoffvirus,,Bacillus virus BMBtp2,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851353,
3225,,,,,,,,,Caudovirales,,Siphoviridae,,Lwoffvirus,,Bacillus virus TP21,1,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851354,
3226,,,,,,,,,Caudovirales,,Siphoviridae,,Magadivirus,,Bacillus virus Mgbh1,1,dsDNA,"New,",34,2018.120B.A.v1.Magadivirus.zip,ICTVonline=201856987,
3227,,,,,,,,,Caudovirales,,Siphoviridae,,Mapvirus,,Mycobacterium virus Ff47,1,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201850969,
3228,,,,,,,,,Caudovirales,,Siphoviridae,,Mapvirus,,Mycobacterium virus Muddy,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201850970,
3229,,,,,,,,,Caudovirales,,Siphoviridae,,Mardecavirus,,Vibrio virus MAR10,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851318,
3230,,,,,,,,,Caudovirales,,Siphoviridae,,Mardecavirus,,Vibrio virus SSP002,1,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851319,
3231,,,,,,,,,Caudovirales,,Siphoviridae,,Marvinvirus,,Mycobacterium virus Marvin,1,dsDNA,"New,",31,2016.027a-dB.A.v1.Marvinvirus.pdf,ICTVonline=201851079,
3232,,,,,,,,,Caudovirales,,Siphoviridae,,Marvinvirus,,Mycobacterium virus Mosmoris,0,dsDNA,"New,",31,2016.027a-dB.A.v1.Marvinvirus.pdf,ICTVonline=201851080,
3233,,,,,,,,,Caudovirales,,Siphoviridae,,Minunavirus,,Microbacterium virus Min1,1,dsDNA,"New,",34,2018.039B.A.v1.Minunavirus.zip,ICTVonline=201856747,
3234,,,,,,,,,Caudovirales,,Siphoviridae,,Moineauvirus,,Streptococcus virus 7201,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851273,
3235,,,,,,,,,Caudovirales,,Siphoviridae,,Moineauvirus,,Streptococcus virus DT1,1,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851274,
3236,,,,,,,,,Caudovirales,,Siphoviridae,,Moineauvirus,,Streptococcus virus phiAbc2,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851275,
3237,,,,,,,,,Caudovirales,,Siphoviridae,,Moineauvirus,,Streptococcus virus Sfi19,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851276,
3238,,,,,,,,,Caudovirales,,Siphoviridae,,Moineauvirus,,Streptococcus virus Sfi21,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851277,
3239,,,,,,,,,Caudovirales,,Siphoviridae,,Mudcatvirus,,Arthrobacter virus Circum,0,dsDNA,"New,",31,2016.074a-dB.A.v1.Mudcatvirus.pdf,ICTVonline=201851082,
3240,,,,,,,,,Caudovirales,,Siphoviridae,,Mudcatvirus,,Arthrobacter virus Mudcat,1,dsDNA,"New,",31,2016.074a-dB.A.v1.Mudcatvirus.pdf,ICTVonline=201851083,
3241,,,,,,,,,Caudovirales,,Siphoviridae,,Myunavirus,,Pectobacterium virus My1,1,dsDNA,"New,",34,2018.126B.A.v1.Myunavirus.zip,ICTVonline=201857058,
3242,,,,,,,,,Caudovirales,,Siphoviridae,,Nanhaivirus,,Dinoroseobacter virus D5C,1,dsDNA,"New,",34,2018.095B.A.v1.Nanhaivirus.zip,ICTVonline=201856879,
3243,,,,,,,,,Caudovirales,,Siphoviridae,,Nickievirus,,Pseudomonas virus nickie,1,dsDNA,"New,",34,2018.082B.A.v1.Nickievirus.zip,ICTVonline=201856852,
3244,,,,,,,,,Caudovirales,,Siphoviridae,,Nipunavirus,,Pseudomonas virus NP1,1,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851092,
3245,,,,,,,,,Caudovirales,,Siphoviridae,,Nipunavirus,,Pseudomonas virus PaMx25,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851093,
3246,,,,,,,,,Caudovirales,,Siphoviridae,,Nonagvirus,,Escherichia virus 9g,1,dsDNA,"New,",30,2015.051a-dB.A.v2.Nonagvirus.pdf,ICTVonline=201851087,
3247,,,,,,,,,Caudovirales,,Siphoviridae,,Nonagvirus,,Escherichia virus JenK1,0,dsDNA,"New,",30,2015.051a-dB.A.v2.Nonagvirus.pdf,ICTVonline=201851088,
3248,,,,,,,,,Caudovirales,,Siphoviridae,,Nonagvirus,,Escherichia virus JenP1,0,dsDNA,"New,",30,2015.051a-dB.A.v2.Nonagvirus.pdf,ICTVonline=201851089,
3249,,,,,,,,,Caudovirales,,Siphoviridae,,Nonagvirus,,Escherichia virus JenP2,0,dsDNA,"New,",30,2015.051a-dB.A.v2.Nonagvirus.pdf,ICTVonline=201851090,
3250,,,,,,,,,Caudovirales,,Siphoviridae,,Nonagvirus,,Salmonella virus SE1Kor,0,dsDNA,"New,",34,2018.132B.A.v1.Caudovirales_2sp1ren.zip,ICTVonline=201857077,
3251,,,,,,,,,Caudovirales,,Siphoviridae,,Nonanavirus,,Salmonella virus 9NA,1,dsDNA,"Moved,",34,2015.010a-dB.A.v3.Nonanavirus.zip,ICTVonline=201850674,
3252,,,,,,,,,Caudovirales,,Siphoviridae,,Nonanavirus,,Salmonella virus SP069,0,dsDNA,"Moved,",34,2015.010a-dB.A.v3.Nonanavirus.zip,ICTVonline=201850675,
3253,,,,,,,,,Caudovirales,,Siphoviridae,,Novosibvirus,,Proteus virus PM135,1,dsDNA,"New,",34,2018.127B.A.v1.Novosibvirus.zip,ICTVonline=201857060,
3254,,,,,,,,,Caudovirales,,Siphoviridae,,Nyceiraevirus,,Gordonia virus Nyceirae,1,dsDNA,"New,",34,2018.029B.A.v1.Nyceiraevirus.zip,ICTVonline=201856692,
3255,,,,,,,,,Caudovirales,,Siphoviridae,,Omegavirus,,Mycobacterium virus Baka,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851095,
3256,,,,,,,,,Caudovirales,,Siphoviridae,,Omegavirus,,Mycobacterium virus Courthouse,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851096,
3257,,,,,,,,,Caudovirales,,Siphoviridae,,Omegavirus,,Mycobacterium virus Littlee,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851097,
3258,,,,,,,,,Caudovirales,,Siphoviridae,,Omegavirus,,Mycobacterium virus Omega,1,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851098,
3259,,,,,,,,,Caudovirales,,Siphoviridae,,Omegavirus,,Mycobacterium virus Optimus,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851099,
3260,,,,,,,,,Caudovirales,,Siphoviridae,,Omegavirus,,Mycobacterium virus Thibault,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851100,
3261,,,,,,,,,Caudovirales,,Siphoviridae,,Orchidvirus,,Gordonia virus Orchid,1,dsDNA,"New,",34,2018.016B.A.v1.Orchidvirus.zip,ICTVonline=201856587,
3262,,,,,,,,,Caudovirales,,Siphoviridae,,Oshimavirus,,Thermus virus P23-45,1,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851108,
3263,,,,,,,,,Caudovirales,,Siphoviridae,,Oshimavirus,,Thermus virus P74-26,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851109,
3264,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus ATCC29399BC,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851117,
3265,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus ATCC29399BT,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851118,
3266,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus Attacne,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851119,
3267,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus Keiki,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851120,
3268,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus Kubed,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851121,
3269,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus Lauchelly,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851122,
3270,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus MrAK,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851123,
3271,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus Ouroboros,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851124,
3272,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus P91,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851125,
3273,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus P105,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851126,
3274,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus P144,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851127,
3275,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus P1001,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851128,
3276,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus P1.1,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851129,
3277,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus P100A,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851130,
3278,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus P100D,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851131,
3279,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus P101A,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851132,
3280,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus P104A,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851133,
3281,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PA6,1,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851134,
3282,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus Pacnes201215,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851135,
3283,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PAD20,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851136,
3284,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PAS50,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851137,
3285,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL009M11,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851138,
3286,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL025M00,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851139,
3287,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL037M02,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851140,
3288,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL041M10,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851141,
3289,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL060L00,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851142,
3290,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL067M01,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851143,
3291,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL070N00,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851144,
3292,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL071N05,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851145,
3293,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL082M03,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851146,
3294,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL092M00,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851147,
3295,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL095N00,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851148,
3296,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL111M01,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851149,
3297,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL112N00,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851150,
3298,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL113M01,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851151,
3299,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL114L00,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851152,
3300,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL116M00,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851153,
3301,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL117M00,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851154,
3302,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL117M01,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851155,
3303,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL132N00,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851156,
3304,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL141N00,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851157,
3305,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL151M00,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851158,
3306,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL151N00,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851159,
3307,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL152M00,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851160,
3308,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL163M00,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851161,
3309,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL171M01,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851162,
3310,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL179M00,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851163,
3311,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL194M00,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851164,
3312,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL199M00,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851165,
3313,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL301M00,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851166,
3314,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus PHL308M00,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851167,
3315,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus Pirate,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851168,
3316,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus Procrass1,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851169,
3317,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus SKKY,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851170,
3318,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus Solid,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851171,
3319,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus Stormborn,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851172,
3320,,,,,,,,,Caudovirales,,Siphoviridae,,Pahexavirus,,Propionibacterium virus Wizzo,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851173,
3321,,,,,,,,,Caudovirales,,Siphoviridae,,Pamexvirus,,Pseudomonas virus PaMx28,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851175,
3322,,,,,,,,,Caudovirales,,Siphoviridae,,Pamexvirus,,Pseudomonas virus PaMx74,1,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851176,
3323,,,,,,,,,Caudovirales,,Siphoviridae,,Papyrusvirus,,Mycobacterium virus Papyrus,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851253,
3324,,,,,,,,,Caudovirales,,Siphoviridae,,Papyrusvirus,,Mycobacterium virus Send513,1,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851254,
3325,,,,,,,,,Caudovirales,,Siphoviridae,,Patiencevirus,,Mycobacterium virus Patience,1,dsDNA,"Moved,Assigned as Type Species,",31,2016.036a-eB.A.v1.Patiencevirus.pdf,ICTVonline=201851178,
3326,,,,,,,,,Caudovirales,,Siphoviridae,,Pbi1virus,,Mycobacterium virus PBI1,1,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851180,
3327,,,,,,,,,Caudovirales,,Siphoviridae,,Pepyhexavirus,,Rhodococcus virus Pepy6,1,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851182,
3328,,,,,,,,,Caudovirales,,Siphoviridae,,Pepyhexavirus,,Rhodococcus virus Poco6,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851183,
3329,,,,,,,,,Caudovirales,,Siphoviridae,,Phicbkvirus,,Caulobacter virus Karma,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851189,
3330,,,,,,,,,Caudovirales,,Siphoviridae,,Phicbkvirus,,Caulobacter virus Magneto,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851190,
3331,,,,,,,,,Caudovirales,,Siphoviridae,,Phicbkvirus,,Caulobacter virus phiCbK,1,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851191,
3332,,,,,,,,,Caudovirales,,Siphoviridae,,Phicbkvirus,,Caulobacter virus Rogue,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851192,
3333,,,,,,,,,Caudovirales,,Siphoviridae,,Phicbkvirus,,Caulobacter virus Swift,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851193,
3334,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus 11,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851195,
3335,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus 29,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851196,
3336,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus 37,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851197,
3337,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus 53,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851198,
3338,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus 55,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851199,
3339,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus 69,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851200,
3340,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus 71,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851201,
3341,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus 80,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851202,
3342,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus 85,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851203,
3343,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus 88,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851204,
3344,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus 92,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851205,
3345,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus 96,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851206,
3346,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus 187,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851207,
3347,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus 52a,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851208,
3348,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus 80alpha,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851209,
3349,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus CNPH82,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851210,
3350,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus EW,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851211,
3351,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus IPLA5,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851212,
3352,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus IPLA7,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851213,
3353,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus IPLA88,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851214,
